model,config,candidate_recall,recall_at_5,recall_at_10,mrr_at_10,ndcg_at_10,coverage_at_10,seconds
LightGBM Ranker,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.03, ""min_child_samples"": 60, ""n_estimators"": 300, ""num_leaves"": 15, ""subsample"": 0.85}",0.3227521039421231,0.18042226487523993,0.2476007677543186,0.11462951635696357,0.1458430765108448,0.38919937756153156,17.24
LightGBM Ranker,"{""colsample_bytree"": 0.85, ""learning_rate"": 0.05, ""min_child_samples"": 40, ""n_estimators"": 250, ""num_leaves"": 31, ""subsample"": 0.85}",0.3227521039421231,0.1752546877306954,0.2461243171415916,0.11371804246084478,0.14479149500769598,0.3886076226795538,15.82
LightGBM Ranker,"{""colsample_bytree"": 0.9, ""learning_rate"": 0.08, ""min_child_samples"": 60, ""n_estimators"": 180, ""num_leaves"": 63, ""subsample"": 0.8}",0.3227521039421231,0.17835523401742212,0.24671489738668242,0.11363314655061296,0.14488248681127117,0.3877966993227694,11.82
